Average reception service time (min),Average nurse service time(min),Average cubicle service time(hours),Average bed service time(hours),Average reception queue time(min),Average nurse queue time(min),Average cubicle queue time(min),Average bed queue time(min),Total time operating(days),Total patients,Total deceased,Total recovered,Ration deceased,Ratio recovered,Total ratio,Receptionist bill ($),Nurse bill ($),Cubicle bill ($),Bed bill ($),Total expenditure ($),Total revenue ($),Total profit ($)
7.36,23.51,1.02,3.01,2.29,1.55,1.93,3.81,6.99,279,66.0,213.0,0.23655913978494625,0.7634408602150538,1.0,22634.96,70419.86,160959.69,482879.07,736893.58,2092500,1355606.42
6.64,26.09,0.93,2.86,1.82,5.03,2.13,2.55,7.0,300,77.0,223.0,0.25666666666666665,0.7433333333333333,1.0,22673.51,70539.81,161233.85,483701.54,738148.71,2250000,1511851.29
6.55,24.01,1.01,2.77,2.49,6.47,3.71,8.1,6.99,301,75.0,226.0,0.24916943521594684,0.7508305647840532,1.0,22650.15,70467.13,161067.74,483203.21,737388.23,2257500,1520111.77
6.79,25.29,1.08,2.93,2.09,5.07,5.11,8.6,6.96,319,80.0,239.0,0.2507836990595611,0.7492163009404389,1.0,22544.3,70137.81,160315.0,480945.0,733942.11,2392500,1658557.89
7.3,26.42,1.03,3.08,2.64,6.39,4.97,30.96,7.0,300,85.0,215.0,0.2833333333333333,0.7166666666666667,1.0,22678.48,70555.26,161269.16,483807.48,738310.38,2250000,1511689.62
6.61,24.41,0.94,3.0,1.86,3.8,2.68,6.7,6.99,306,67.0,239.0,0.21895424836601307,0.7810457516339869,1.0,22652.27,70473.73,161082.82,483248.45,737457.28,2295000,1557542.72
7.76,27.27,0.98,2.96,2.42,6.42,1.27,6.1,6.99,279,85.0,194.0,0.3046594982078853,0.6953405017921147,1.0,22656.79,70487.79,161114.95,483344.85,737604.38,2092500,1354895.62
7.55,24.0,0.96,3.03,3.28,4.43,4.09,9.76,6.96,302,76.0,226.0,0.25165562913907286,0.7483443708609272,1.0,22559.53,70185.2,160423.31,481269.94,734437.98,2265000,1530562.02
8.2,26.89,1.01,3.01,2.62,3.75,2.85,5.15,6.99,303,71.0,232.0,0.23432343234323433,0.7656765676567657,1.0,22651.15,70470.25,161074.85,483224.54,737420.78,2272500,1535079.22
7.13,24.04,1.05,2.65,1.55,3.36,4.29,5.69,6.93,283,74.0,209.0,0.26148409893992935,0.7385159010600707,1.0,22460.17,69876.1,159716.8,479150.4,731203.47,2122500,1391296.53
6.1,23.25,1.16,2.98,1.33,5.7,9.39,13.28,7.0,301,69.0,232.0,0.2292358803986711,0.770764119601329,1.0,22678.81,70556.3,161271.55,483814.66,738321.33,2257500,1519178.67
6.96,24.53,1.04,2.96,1.89,2.95,4.3,11.32,7.0,283,68.0,215.0,0.24028268551236748,0.7597173144876325,1.0,22676.84,70550.17,161257.54,483772.62,738257.18,2122500,1384242.82
6.68,26.45,1.0,2.77,2.16,10.09,3.7,6.08,6.94,314,73.0,241.0,0.23248407643312102,0.767515923566879,1.0,22490.75,69971.23,159934.25,479802.74,732198.98,2355000,1622801.02
6.9,25.35,0.98,3.39,1.99,7.32,4.82,49.97,6.98,303,68.0,235.0,0.22442244224422442,0.7755775577557755,1.0,22627.72,70397.35,160908.24,482724.72,736658.03,2272500,1535841.97
7.23,25.43,1.04,3.07,3.05,6.39,3.91,16.35,6.98,297,70.0,227.0,0.2356902356902357,0.7643097643097643,1.0,22599.71,70310.2,160709.02,482127.05,735745.97,2227500,1491754.03
6.93,26.8,0.97,3.17,1.95,6.68,2.36,52.86,6.95,310,73.0,237.0,0.23548387096774193,0.7645161290322581,1.0,22513.49,70041.97,160095.94,480287.81,732939.21,2325000,1592060.79
7.58,25.03,1.09,3.16,2.66,6.97,6.52,32.31,6.96,327,80.0,247.0,0.24464831804281345,0.7553516819571865,1.0,22564.38,70200.3,160457.82,481373.45,734595.95,2452500,1717904.05
6.8,25.75,0.94,2.72,2.39,6.16,3.53,2.74,6.99,307,89.0,218.0,0.2899022801302932,0.7100977198697068,1.0,22646.68,70456.35,161043.08,483129.24,737275.36,2302500,1565224.64
6.76,25.08,0.97,2.94,1.32,2.49,1.05,4.06,7.0,271,68.0,203.0,0.25092250922509224,0.7490774907749077,1.0,22672.72,70537.36,161228.25,483684.74,738123.07,2032500,1294376.93
7.02,22.75,1.0,3.03,1.45,5.57,7.08,3.95,6.98,288,84.0,204.0,0.2916666666666667,0.7083333333333334,1.0,22616.57,70362.67,160828.96,482486.89,736295.09,2160000,1423704.91
7.2,23.39,0.94,3.28,2.39,2.72,0.94,7.14,6.97,264,68.0,196.0,0.25757575757575757,0.7424242424242424,1.0,22598.2,70305.5,160698.28,482094.83,735696.8,1980000,1244303.2
7.17,25.57,0.93,2.94,1.46,5.61,0.93,5.79,7.0,294,68.0,226.0,0.23129251700680273,0.7687074829931972,1.0,22679.56,70558.64,161276.88,483830.64,738345.72,2205000,1466654.28
7.38,26.92,0.96,2.98,2.65,6.7,4.09,10.41,6.95,294,77.0,217.0,0.2619047619047619,0.7380952380952381,1.0,22523.4,70072.8,160166.41,480499.23,733261.84,2205000,1471738.16
6.99,24.81,0.97,2.97,2.03,5.34,5.21,38.9,6.98,317,85.0,232.0,0.26813880126182965,0.7318611987381703,1.0,22627.79,70397.57,160908.73,482726.19,736660.28,2377500,1640839.72
7.98,25.72,0.91,2.84,2.04,5.92,2.41,2.08,6.98,301,83.0,218.0,0.2757475083056478,0.7242524916943521,1.0,22625.77,70391.3,160894.39,482683.18,736594.64,2257500,1520905.36
7.38,23.89,0.92,2.72,2.95,3.44,1.34,1.49,6.94,296,70.0,226.0,0.23648648648648649,0.7635135135135135,1.0,22493.15,69978.68,159951.26,479853.79,732276.88,2220000,1487723.12
6.9,24.87,1.05,2.53,2.62,5.47,9.99,11.88,7.0,334,88.0,246.0,0.2634730538922156,0.7365269461077845,1.0,22674.89,70544.11,161243.67,483731.02,738193.7,2505000,1766806.3
7.18,24.38,1.03,2.99,2.03,4.72,9.48,37.08,6.95,322,94.0,228.0,0.2919254658385093,0.7080745341614907,1.0,22512.96,70040.32,160092.17,480276.5,732921.95,2415000,1682078.05
7.23,24.48,0.95,2.74,1.73,2.2,1.88,4.13,6.98,267,66.0,201.0,0.24719101123595505,0.7528089887640449,1.0,22608.77,70338.38,160773.45,482320.34,736040.93,2002500,1266459.07
7.57,25.33,1.02,2.82,2.44,7.99,3.34,3.14,6.97,296,74.0,222.0,0.25,0.75,1.0,22587.49,70272.2,160622.18,481866.54,735348.41,2220000,1484651.59
7.68,24.45,1.01,2.92,4.05,4.49,5.5,10.64,6.97,312,83.0,229.0,0.266025641025641,0.7339743589743589,1.0,22588.6,70275.64,160630.04,481890.11,735384.39,2340000,1604615.61
7.79,23.0,1.16,3.08,2.41,2.51,1.89,0.87,6.99,264,62.0,202.0,0.23484848484848486,0.7651515151515151,1.0,22646.89,70457.0,161044.58,483133.75,737282.23,1980000,1242717.77
6.81,23.04,1.0,3.34,2.25,2.91,1.48,13.67,6.96,266,62.0,204.0,0.23308270676691728,0.7669172932330827,1.0,22557.49,70178.86,160408.81,481226.44,734371.59,1995000,1260628.41
7.36,22.85,1.12,3.1,1.91,3.21,10.69,17.54,6.88,283,71.0,212.0,0.2508833922261484,0.7491166077738516,1.0,22293.57,69357.79,158532.09,475596.26,725779.71,2122500,1396720.29
7.18,26.58,0.83,2.88,1.94,7.62,1.52,4.09,6.98,289,67.0,222.0,0.23183391003460208,0.7681660899653979,1.0,22627.78,70397.53,160908.65,482725.95,736659.91,2167500,1430840.09
7.21,23.02,1.07,3.06,3.39,4.28,6.63,9.23,6.95,307,78.0,229.0,0.254071661237785,0.745928338762215,1.0,22534.07,70105.99,160242.27,480726.8,733609.12,2302500,1568890.88
6.64,22.24,0.96,2.75,2.17,3.87,2.29,8.95,7.0,290,84.0,206.0,0.2896551724137931,0.7103448275862069,1.0,22664.05,70510.38,161166.58,483499.74,737840.75,2175000,1437159.25
7.0,25.91,1.07,3.14,2.29,11.42,13.96,54.69,6.97,329,80.0,249.0,0.24316109422492402,0.756838905775076,1.0,22575.77,70235.72,160538.78,481616.34,734966.61,2467500,1732533.39
7.58,25.59,1.0,2.88,1.8,4.78,0.78,1.8,6.99,260,49.0,211.0,0.18846153846153846,0.8115384615384615,1.0,22653.17,70476.53,161089.22,483267.67,737486.6,1950000,1212513.4
6.5,26.78,0.97,2.93,2.66,6.69,6.13,32.84,6.96,340,104.0,236.0,0.3058823529411765,0.6941176470588235,1.0,22559.4,70184.79,160422.37,481267.1,734433.65,2550000,1815566.35
6.82,22.58,1.03,2.74,1.74,4.1,7.32,14.26,6.96,313,90.0,223.0,0.28753993610223644,0.7124600638977636,1.0,22547.37,70147.37,160336.85,481010.56,734042.16,2347500,1613457.84
6.89,23.8,0.94,2.95,1.46,3.77,3.59,9.77,7.0,283,82.0,201.0,0.28975265017667845,0.7102473498233216,1.0,22671.58,70533.82,161220.16,483660.47,738086.03,2122500,1384413.97
6.57,24.63,0.99,3.09,1.5,3.69,1.69,8.49,6.98,306,83.0,223.0,0.27124183006535946,0.7287581699346405,1.0,22626.7,70394.19,160901.01,482703.02,736624.92,2295000,1558375.08
6.96,26.23,1.03,2.97,1.66,3.68,0.71,6.07,6.93,264,69.0,195.0,0.26136363636363635,0.7386363636363636,1.0,22441.85,69819.1,159586.52,478759.56,730607.04,1980000,1249392.96
7.21,24.74,0.91,2.96,2.47,5.81,2.06,17.1,6.98,298,71.0,227.0,0.23825503355704697,0.761744966442953,1.0,22631.31,70408.53,160933.79,482801.37,736775.01,2235000,1498224.99
6.97,25.33,1.03,2.94,1.75,5.23,5.24,12.94,6.98,299,62.0,237.0,0.20735785953177258,0.7926421404682275,1.0,22620.86,70376.0,160859.44,482578.31,736434.61,2242500,1506065.39
7.2,23.36,0.98,3.12,3.29,4.18,4.11,20.2,6.98,280,71.0,209.0,0.25357142857142856,0.7464285714285714,1.0,22615.41,70359.04,160820.66,482461.98,736257.08,2100000,1363742.92
6.98,26.17,1.02,3.08,2.54,5.42,7.46,31.08,6.98,326,84.0,242.0,0.25766871165644173,0.7423312883435583,1.0,22619.63,70372.19,160850.73,482552.18,736394.74,2445000,1708605.26
6.34,25.57,1.01,3.11,3.7,6.17,3.58,15.23,6.99,290,66.0,224.0,0.22758620689655173,0.7724137931034483,1.0,22632.99,70413.76,160945.73,482837.2,736829.69,2175000,1438170.31
7.24,24.55,1.09,2.98,1.84,3.16,3.45,6.48,6.98,280,68.0,212.0,0.24285714285714285,0.7571428571428571,1.0,22616.39,70362.09,160827.64,482482.92,736289.04,2100000,1363710.96
7.28,23.51,0.96,3.1,1.7,5.35,3.15,26.93,6.98,279,67.0,212.0,0.24014336917562723,0.7598566308243727,1.0,22599.76,70310.37,160709.42,482128.26,735747.82,2092500,1356752.18
6.6,24.67,1.04,3.47,1.56,5.1,3.08,27.74,7.0,296,85.0,211.0,0.28716216216216217,0.7128378378378378,1.0,22676.32,70548.56,161253.85,483761.56,738240.3,2220000,1481759.7
7.58,26.05,1.01,2.91,2.45,7.02,6.15,5.71,6.97,289,81.0,208.0,0.28027681660899656,0.7197231833910035,1.0,22574.25,70230.98,160527.97,481583.9,734917.09,2167500,1432582.91
7.3,27.14,0.98,2.82,2.64,5.04,5.62,6.47,7.0,302,70.0,232.0,0.23178807947019867,0.7682119205298014,1.0,22676.78,70549.97,161257.09,483771.26,738255.09,2265000,1526744.91
7.05,25.29,0.97,2.91,2.07,3.98,1.71,7.06,6.98,288,77.0,211.0,0.2673611111111111,0.7326388888888888,1.0,22614.61,70356.56,160815.0,482444.99,736231.16,2160000,1423768.84
7.28,25.36,0.96,2.9,1.57,5.28,2.24,11.12,6.93,301,81.0,220.0,0.2691029900332226,0.7308970099667774,1.0,22463.86,69887.55,159742.98,479228.95,731323.34,2257500,1526176.66
6.92,22.73,0.99,2.84,2.2,3.8,3.61,9.38,6.99,302,73.0,229.0,0.24172185430463577,0.7582781456953642,1.0,22656.68,70487.45,161114.17,483342.52,737600.82,2265000,1527399.18
6.84,26.22,1.02,2.84,1.95,7.42,5.88,15.37,6.99,320,91.0,229.0,0.284375,0.715625,1.0,22639.95,70435.41,160995.23,482985.68,737056.27,2400000,1662943.73
6.5,24.1,0.96,3.09,2.66,6.48,2.29,3.52,7.0,256,71.0,185.0,0.27734375,0.72265625,1.0,22671.43,70533.34,161219.06,483657.18,738081.01,1920000,1181918.99
6.58,25.65,0.92,2.97,1.67,5.1,3.23,17.95,6.98,308,79.0,229.0,0.2564935064935065,0.7435064935064936,1.0,22603.92,70323.31,160739.0,482216.99,735883.22,2310000,1574116.78
6.76,26.09,1.0,2.98,1.68,5.25,5.39,15.47,6.96,311,82.0,229.0,0.26366559485530544,0.7363344051446945,1.0,22539.44,70122.71,160280.49,480841.46,733784.11,2332500,1598715.89
7.52,25.12,1.05,3.15,2.45,6.53,3.44,9.39,6.99,304,72.0,232.0,0.23684210526315788,0.7631578947368421,1.0,22638.77,70431.73,160986.82,482960.46,737017.79,2280000,1542982.21
7.39,25.4,1.09,2.46,2.05,5.84,3.44,6.14,7.0,296,68.0,228.0,0.22972972972972974,0.7702702702702703,1.0,22667.73,70521.82,161192.73,483578.19,737960.46,2220000,1482039.54
7.78,26.56,0.9,2.71,2.53,7.23,1.56,11.68,7.0,280,81.0,199.0,0.2892857142857143,0.7107142857142857,1.0,22672.17,70535.64,161224.32,483672.97,738105.1,2100000,1361894.9
6.65,25.31,0.93,3.09,1.92,6.31,1.97,12.69,6.98,297,75.0,222.0,0.25252525252525254,0.7474747474747475,1.0,22629.01,70401.36,160917.4,482752.2,736699.97,2227500,1490800.03
7.45,21.4,1.0,2.63,2.89,3.16,6.53,3.18,6.99,293,65.0,228.0,0.22184300341296928,0.7781569965870307,1.0,22647.05,70457.48,161045.68,483137.04,737287.25,2197500,1460212.75
6.54,26.03,1.0,3.07,1.98,3.45,1.22,8.9,6.98,306,74.0,232.0,0.24183006535947713,0.7581699346405228,1.0,22625.95,70391.83,160895.61,482686.83,736600.22,2295000,1558399.78
7.06,26.54,0.98,2.86,2.16,7.71,3.78,5.12,6.99,294,87.0,207.0,0.29591836734693877,0.7040816326530612,1.0,22649.95,70466.51,161066.32,483198.96,737381.75,2205000,1467618.25
7.25,24.97,1.07,2.88,1.7,5.75,5.07,4.86,6.94,277,61.0,216.0,0.22021660649819494,0.779783393501805,1.0,22482.49,69945.53,159875.5,479626.49,731930.01,2077500,1345569.99
7.13,26.17,1.01,3.45,1.57,3.29,3.53,11.6,6.99,276,67.0,209.0,0.2427536231884058,0.7572463768115942,1.0,22657.05,70488.59,161116.78,483350.33,737612.74,2070000,1332387.26
7.0,23.91,1.01,2.84,1.44,3.3,2.46,7.97,6.98,296,64.0,232.0,0.21621621621621623,0.7837837837837838,1.0,22601.3,70315.17,160720.39,482161.16,735798.02,2220000,1484201.98
6.94,25.01,1.13,3.25,2.12,5.7,5.07,4.4,6.98,278,64.0,214.0,0.2302158273381295,0.7697841726618705,1.0,22610.92,70345.08,160788.75,482366.26,736111.02,2085000,1348888.98
6.68,28.59,0.89,2.6,1.76,9.99,3.78,5.93,6.94,316,70.0,246.0,0.22151898734177214,0.7784810126582279,1.0,22488.87,69965.37,159920.85,479762.56,732137.65,2370000,1637862.35
6.88,25.59,1.1,2.83,2.05,5.98,9.29,7.96,7.0,322,73.0,249.0,0.2267080745341615,0.7732919254658385,1.0,22673.66,70540.28,161234.93,483704.8,738153.67,2415000,1676846.33
6.97,26.05,1.09,3.21,1.92,6.17,9.75,68.51,7.0,304,88.0,216.0,0.2894736842105263,0.7105263157894737,1.0,22673.54,70539.9,161234.06,483702.19,738149.7,2280000,1541850.3
7.26,23.35,0.99,3.21,3.0,2.56,3.72,15.29,6.99,279,59.0,220.0,0.2114695340501792,0.7885304659498208,1.0,22645.94,70454.03,161037.77,483113.32,737251.05,2092500,1355248.95
6.39,25.6,0.89,3.0,2.01,4.97,4.69,14.25,6.98,319,86.0,233.0,0.26959247648902823,0.7304075235109718,1.0,22599.91,70310.82,160710.45,482131.34,735752.52,2392500,1656747.48
5.94,24.57,1.07,3.12,1.32,4.7,2.5,29.42,6.98,301,75.0,226.0,0.24916943521594684,0.7508305647840532,1.0,22606.66,70331.82,160758.45,482275.36,735972.3,2257500,1521527.7
7.43,23.43,0.99,2.81,1.99,4.24,2.32,7.31,6.98,298,67.0,231.0,0.22483221476510068,0.7751677852348994,1.0,22603.48,70321.95,160735.88,482207.65,735868.96,2235000,1499131.04
6.59,26.44,0.95,2.8,2.17,8.04,5.01,13.93,6.99,318,67.0,251.0,0.21069182389937108,0.789308176100629,1.0,22652.2,70473.5,161082.28,483246.83,737454.8,2385000,1647545.2
6.97,25.5,0.99,3.13,2.19,8.18,4.47,50.48,6.98,330,80.0,250.0,0.24242424242424243,0.7575757575757576,1.0,22608.82,70338.56,160773.85,482321.54,736042.77,2475000,1738957.23
7.07,24.41,0.85,2.99,1.59,5.27,1.52,7.7,7.0,295,68.0,227.0,0.2305084745762712,0.7694915254237288,1.0,22677.98,70553.73,161265.67,483797.01,738294.4,2212500,1474205.6
6.93,24.99,0.98,3.12,2.79,5.75,4.53,35.51,6.94,303,88.0,215.0,0.29042904290429045,0.7095709570957096,1.0,22490.01,69968.91,159928.94,479786.83,732174.7,2272500,1540325.3
6.48,25.87,0.96,3.05,2.04,8.66,6.42,33.63,6.99,321,98.0,223.0,0.3052959501557632,0.6947040498442367,1.0,22636.99,70426.19,160974.14,482922.43,736959.76,2407500,1670540.24
6.53,23.68,0.99,2.89,1.28,4.09,0.99,5.87,6.91,280,64.0,216.0,0.22857142857142856,0.7714285714285715,1.0,22385.64,69644.23,159186.8,477560.4,728777.07,2100000,1371222.93
6.86,23.05,1.14,3.06,1.53,3.44,5.53,11.69,6.93,289,81.0,208.0,0.28027681660899656,0.7197231833910035,1.0,22461.41,69879.93,159725.56,479176.68,731243.58,2167500,1436256.42
6.76,26.0,1.05,2.89,2.06,5.44,5.23,11.66,6.99,283,80.0,203.0,0.2826855123674912,0.7173144876325088,1.0,22646.87,70456.94,161044.44,483133.33,737281.59,2122500,1385218.41
7.19,22.56,1.01,3.56,2.26,6.06,5.0,103.35,6.97,296,71.0,225.0,0.23986486486486486,0.7601351351351351,1.0,22575.76,70235.71,160538.76,481616.28,734966.51,2220000,1485033.49
6.83,24.18,0.93,3.53,1.33,1.69,1.0,26.26,7.0,288,67.0,221.0,0.2326388888888889,0.7673611111111112,1.0,22670.76,70531.27,161214.33,483642.98,738059.34,2160000,1421940.66
6.6,22.99,1.04,3.04,1.84,4.19,0.87,1.34,6.97,283,76.0,207.0,0.26855123674911663,0.7314487632508834,1.0,22578.69,70244.8,160559.55,481678.66,735061.7,2122500,1387438.3
7.48,23.3,1.03,2.98,2.89,2.57,3.06,9.82,6.99,288,76.0,212.0,0.2638888888888889,0.7361111111111112,1.0,22634.74,70419.18,160958.12,482874.37,736886.41,2160000,1423113.59
7.13,23.79,0.94,2.92,2.28,4.71,4.86,24.48,6.98,290,81.0,209.0,0.2793103448275862,0.7206896551724138,1.0,22623.0,70382.66,160874.66,482623.97,736504.29,2175000,1438495.71
6.97,25.84,1.02,3.11,2.83,6.83,4.12,36.74,6.98,293,64.0,229.0,0.21843003412969283,0.7815699658703071,1.0,22604.53,70325.22,160743.36,482230.08,735903.19,2197500,1461596.81
7.01,25.62,0.97,3.02,2.01,8.17,3.82,14.72,6.93,305,74.0,231.0,0.24262295081967214,0.7573770491803279,1.0,22455.02,69860.07,159680.16,479040.49,731035.76,2287500,1556464.24
6.88,25.07,0.95,3.28,2.86,7.97,2.8,31.65,6.99,321,91.0,230.0,0.2834890965732087,0.7165109034267912,1.0,22651.36,70470.9,161076.34,483229.03,737427.64,2407500,1670072.36
7.16,23.1,0.91,2.84,1.52,2.61,1.77,3.94,6.99,286,65.0,221.0,0.22727272727272727,0.7727272727272727,1.0,22648.58,70462.25,161056.57,483169.7,737337.09,2145000,1407662.91
6.36,23.23,0.99,2.99,1.76,2.03,2.02,17.1,6.99,265,62.0,203.0,0.2339622641509434,0.7660377358490567,1.0,22662.36,70505.12,161154.56,483463.67,737785.7,1987500,1249714.3
7.45,26.62,0.93,3.13,2.83,6.97,5.42,15.11,6.98,312,83.0,229.0,0.266025641025641,0.7339743589743589,1.0,22613.74,70353.85,160808.8,482426.41,736202.8,2340000,1603797.2
6.88,28.19,0.96,2.82,1.43,12.75,2.33,1.36,7.0,279,67.0,212.0,0.24014336917562723,0.7598566308243727,1.0,22668.89,70525.44,161201.0,483603.01,737998.35,2092500,1354501.65
7.08,22.73,0.96,2.67,1.97,3.39,3.4,13.23,6.99,285,90.0,195.0,0.3157894736842105,0.6842105263157895,1.0,22636.13,70423.51,160968.02,482904.07,736931.73,2137500,1400568.27
7.23,25.27,1.05,2.62,2.45,5.56,8.96,6.24,6.97,318,76.0,242.0,0.2389937106918239,0.7610062893081762,1.0,22581.38,70253.18,160578.7,481736.1,735149.37,2385000,1649850.63
7.13,21.32,1.01,3.0,2.32,3.84,4.95,52.67,7.0,307,83.0,224.0,0.2703583061889251,0.7296416938110749,1.0,22664.12,70510.59,161167.06,483501.18,737842.95,2302500,1564657.05
6.93,25.11,0.85,3.2,2.01,4.64,3.32,20.89,6.99,342,88.0,254.0,0.2573099415204678,0.7426900584795322,1.0,22662.63,70505.94,161156.44,483469.33,737794.35,2565000,1827205.65
6.43,24.25,1.0,3.31,1.0,4.39,2.32,11.55,6.97,292,65.0,227.0,0.2226027397260274,0.7773972602739726,1.0,22571.95,70223.83,160511.62,481534.85,734842.25,2190000,1455157.75
6.88,24.71,0.99,3.24,2.01,5.16,6.63,20.51,6.99,289,64.0,225.0,0.22145328719723184,0.7785467128027682,1.0,22641.0,70438.66,161002.65,483007.95,737090.26,2167500,1430409.74
7.24,24.35,0.96,2.75,2.3,5.51,2.16,10.13,6.99,290,67.0,223.0,0.23103448275862068,0.7689655172413793,1.0,22642.86,70444.45,161015.89,483047.68,737150.89,2175000,1437849.11
6.75,24.48,0.97,2.72,2.62,5.28,1.64,4.8,6.96,300,89.0,211.0,0.2966666666666667,0.7033333333333334,1.0,22536.14,70112.44,160257.0,480770.99,733676.56,2250000,1516323.44
6.78,25.49,1.05,2.66,1.63,6.07,11.11,6.37,6.97,323,78.0,245.0,0.24148606811145512,0.7585139318885449,1.0,22597.41,70303.05,160692.68,482078.03,735671.15,2422500,1686828.85
6.45,25.98,0.99,2.99,1.34,6.07,0.81,7.0,6.98,295,57.0,238.0,0.19322033898305085,0.8067796610169492,1.0,22602.85,70319.97,160731.36,482194.09,735848.27,2212500,1476651.73
6.81,22.59,1.1,2.79,1.66,2.91,9.99,8.78,6.96,312,72.0,240.0,0.23076923076923078,0.7692307692307693,1.0,22547.53,70147.87,160338.0,481014.0,734047.4,2340000,1605952.6
6.25,24.66,1.08,2.85,2.19,4.27,7.81,3.59,7.0,290,76.0,214.0,0.2620689655172414,0.7379310344827587,1.0,22677.92,70553.53,161265.21,483795.64,738292.3,2175000,1436707.7
7.14,27.72,0.97,2.86,1.86,5.32,2.43,10.94,6.9,266,72.0,194.0,0.2706766917293233,0.7293233082706767,1.0,22362.8,69573.15,159024.35,477073.05,728033.35,1995000,1266966.65
6.98,25.1,1.09,2.93,2.28,9.38,6.66,30.67,6.99,299,73.0,226.0,0.24414715719063546,0.7558528428093646,1.0,22637.42,70427.54,160977.24,482931.73,736973.93,2242500,1505526.07
7.57,25.57,1.01,3.02,2.28,8.34,2.69,9.06,6.99,292,76.0,216.0,0.2602739726027397,0.7397260273972602,1.0,22654.81,70481.63,161100.86,483302.58,737539.88,2190000,1452460.12
7.37,23.69,1.02,2.77,2.02,3.81,2.15,6.03,6.96,302,87.0,215.0,0.28807947019867547,0.7119205298013245,1.0,22549.31,70153.4,160350.63,481051.89,734105.23,2265000,1530894.77
7.05,26.18,1.05,2.87,3.73,8.1,7.26,29.51,6.99,287,70.0,217.0,0.24390243902439024,0.7560975609756098,1.0,22651.35,70470.86,161076.25,483228.74,737427.19,2152500,1415072.81
7.2,24.41,0.97,2.92,2.18,3.22,3.79,14.62,7.0,293,64.0,229.0,0.21843003412969283,0.7815699658703071,1.0,22675.71,70546.67,161249.52,483748.57,738220.47,2197500,1459279.53
6.9,26.83,1.12,3.12,1.6,6.86,2.53,5.43,6.98,294,76.0,218.0,0.2585034013605442,0.7414965986394558,1.0,22625.4,70390.13,160891.71,482675.14,736582.38,2205000,1468417.62
7.13,25.4,0.98,2.87,1.78,4.33,1.1,7.09,6.98,285,65.0,220.0,0.22807017543859648,0.7719298245614035,1.0,22613.22,70352.23,160805.09,482415.28,736185.81,2137500,1401314.19
7.77,25.22,1.0,2.98,2.64,5.17,5.15,12.87,6.93,297,84.0,213.0,0.2828282828282828,0.7171717171717171,1.0,22465.15,69891.57,159752.16,479256.49,731365.38,2227500,1496134.62
7.33,25.94,1.0,2.98,2.09,5.43,2.8,6.71,6.98,294,71.0,223.0,0.24149659863945577,0.7585034013605442,1.0,22607.58,70334.7,160765.02,482295.07,736002.38,2205000,1468997.62
7.22,23.51,1.09,2.82,2.25,3.84,6.68,5.98,7.0,296,80.0,216.0,0.2702702702702703,0.7297297297297297,1.0,22666.59,70518.27,161184.62,483553.87,737923.35,2220000,1482076.65
6.79,22.79,0.93,2.92,1.85,3.89,2.95,9.82,6.95,275,67.0,208.0,0.24363636363636362,0.7563636363636363,1.0,22522.42,70069.76,160159.44,480478.33,733229.96,2062500,1329270.04
7.34,27.2,1.1,3.44,2.56,11.34,7.88,39.99,7.0,294,74.0,220.0,0.25170068027210885,0.7482993197278912,1.0,22667.7,70521.74,161192.54,483577.63,737959.62,2205000,1467040.38
7.24,25.31,0.94,3.1,2.55,4.04,4.98,32.19,6.98,309,81.0,228.0,0.2621359223300971,0.7378640776699029,1.0,22617.4,70365.24,160834.82,482504.47,736321.93,2317500,1581178.07
6.77,24.85,1.07,3.24,1.84,4.04,3.13,29.15,6.95,299,88.0,211.0,0.29431438127090304,0.705685618729097,1.0,22507.74,70024.09,160055.07,480165.2,732752.1,2242500,1509747.9
6.85,25.33,1.09,3.16,2.38,6.84,3.71,7.04,6.99,288,76.0,212.0,0.2638888888888889,0.7361111111111112,1.0,22658.33,70492.59,161125.92,483377.75,737654.59,2160000,1422345.41
6.94,25.45,0.93,2.77,1.82,4.17,1.2,0.88,6.95,280,67.0,213.0,0.2392857142857143,0.7607142857142857,1.0,22531.47,70097.92,160223.82,480671.47,733524.69,2100000,1366475.31
6.78,26.72,0.98,3.04,2.3,3.32,6.96,2.94,6.99,271,78.0,193.0,0.2878228782287823,0.7121771217712177,1.0,22640.48,70437.04,160998.95,482996.86,737073.33,2032500,1295426.67
6.94,23.62,1.0,3.24,1.82,5.22,2.85,37.52,7.0,306,93.0,213.0,0.30392156862745096,0.696078431372549,1.0,22676.73,70549.84,161256.78,483770.35,738253.71,2295000,1556746.29
7.35,22.77,0.94,3.14,1.95,3.49,0.55,14.77,6.99,308,74.0,234.0,0.24025974025974026,0.7597402597402597,1.0,22632.85,70413.3,160944.68,482834.05,736824.88,2310000,1573175.12
7.18,27.06,1.02,2.96,3.04,5.73,5.66,14.66,6.98,328,85.0,243.0,0.25914634146341464,0.7408536585365854,1.0,22607.47,70334.34,160764.2,482292.59,735998.59,2460000,1724001.41
7.15,25.13,0.98,2.96,1.69,5.86,4.18,26.49,6.96,299,76.0,223.0,0.25418060200668896,0.745819397993311,1.0,22549.51,70154.02,160352.04,481056.13,734111.7,2242500,1508388.3
6.73,26.92,1.01,3.02,1.9,4.72,4.18,9.24,6.99,295,73.0,222.0,0.24745762711864408,0.752542372881356,1.0,22645.63,70453.09,161035.62,483106.87,737241.22,2212500,1475258.78
