Average reception service time (min),Average nurse service time(min),Average cubicle service time(hours),Average bed service time(hours),Average reception queue time(min),Average nurse queue time(min),Average cubicle queue time(min),Average bed queue time(min),Total time operating(days),Total patients,Total deceased,Total recovered,Ration deceased,Ratio recovered,Total ratio,Receptionist bill ($),Nurse bill ($),Cubicle bill ($),Bed bill ($),Total expenditure ($),Total revenue ($),Total profit ($)
7.34,25.0,0.91,3.13,1.51,3.21,0.7,17.11,6.99,265,72.0,193.0,0.27169811320754716,0.7283018867924528,1.0,22648.15,70460.91,161053.52,483160.55,737323.13,1987500,1250176.87
7.08,24.27,0.98,3.12,2.05,3.72,2.32,8.94,7.0,265,67.0,198.0,0.2528301886792453,0.7471698113207547,1.0,22670.54,70530.58,161212.76,483638.28,738052.17,1987500,1249447.83
6.73,26.35,1.09,2.7,2.62,5.63,6.08,5.7,7.0,313,79.0,234.0,0.2523961661341853,0.7476038338658147,1.0,22665.77,70515.74,161178.83,483536.48,737896.81,2347500,1609603.19
7.16,27.9,1.09,3.07,1.55,6.52,10.12,36.33,6.95,293,76.0,217.0,0.2593856655290102,0.7406143344709898,1.0,22508.95,70027.83,160063.62,480190.86,732791.26,2197500,1464708.74
7.46,27.3,1.09,3.2,2.42,8.06,6.95,15.55,6.91,302,79.0,223.0,0.26158940397350994,0.7384105960264901,1.0,22377.62,69619.25,159129.72,477389.16,728515.75,2265000,1536484.25
7.32,24.65,1.01,3.06,1.83,5.14,2.11,25.23,6.99,296,70.0,226.0,0.23648648648648649,0.7635135135135135,1.0,22657.09,70488.71,161117.06,483351.18,737614.04,2220000,1482385.96
7.22,27.4,1.08,3.03,1.96,5.27,4.53,27.47,6.99,315,79.0,236.0,0.2507936507936508,0.7492063492063492,1.0,22641.66,70440.72,161007.35,483022.06,737111.79,2362500,1625388.21
7.62,24.25,1.09,2.81,2.67,7.25,5.51,5.05,6.98,304,66.0,238.0,0.21710526315789475,0.7828947368421053,1.0,22625.18,70389.46,160890.2,482670.59,736575.43,2280000,1543424.57
6.79,24.49,1.0,3.1,2.3,3.95,4.11,13.5,6.97,293,84.0,209.0,0.28668941979522183,0.7133105802047781,1.0,22584.9,70264.14,160603.74,481811.23,735264.01,2197500,1462235.99
6.87,24.58,0.96,3.04,2.46,5.96,2.74,13.54,7.0,309,90.0,219.0,0.2912621359223301,0.7087378640776699,1.0,22675.59,70546.27,161248.62,483745.85,738216.32,2317500,1579283.68
5.93,25.63,0.98,3.0,2.24,4.6,1.84,11.98,6.99,287,88.0,199.0,0.30662020905923343,0.6933797909407665,1.0,22633.93,70416.67,160952.39,482857.16,736860.14,2152500,1415639.86
6.42,24.25,0.97,3.33,2.32,5.08,4.25,27.6,6.96,305,68.0,237.0,0.22295081967213115,0.7770491803278688,1.0,22546.22,70143.79,160328.66,480985.99,734004.66,2287500,1553495.34
6.87,24.27,0.97,2.52,2.78,5.79,2.91,3.57,7.0,297,74.0,223.0,0.24915824915824916,0.7508417508417509,1.0,22667.49,70521.07,161191.02,483573.06,737952.63,2227500,1489547.37
7.59,22.37,1.0,2.77,2.07,3.58,2.93,9.56,6.97,278,78.0,200.0,0.2805755395683453,0.7194244604316546,1.0,22596.77,70301.05,160688.12,482064.37,735650.32,2085000,1349349.68
7.06,24.88,1.03,3.26,2.61,3.83,2.7,5.64,6.98,275,79.0,196.0,0.2872727272727273,0.7127272727272728,1.0,22599.56,70309.75,160708.01,482124.02,735741.34,2062500,1326758.66
6.88,25.92,0.99,3.02,2.29,5.54,4.34,14.82,6.97,317,85.0,232.0,0.26813880126182965,0.7318611987381703,1.0,22570.87,70220.49,160503.97,481511.9,734807.22,2377500,1642692.78
7.35,21.59,0.99,2.85,1.92,1.39,3.23,3.78,6.99,311,84.0,227.0,0.27009646302250806,0.729903536977492,1.0,22642.15,70442.26,161010.88,483032.63,737127.92,2332500,1595372.08
7.0,25.2,0.97,3.33,2.47,3.83,3.28,23.35,6.99,271,78.0,193.0,0.2878228782287823,0.7121771217712177,1.0,22659.79,70497.12,161136.26,483408.79,737701.96,2032500,1294798.04
7.48,24.41,1.04,3.0,2.62,5.6,2.79,10.69,7.0,285,67.0,218.0,0.23508771929824562,0.7649122807017544,1.0,22665.5,70514.87,161176.86,483530.57,737887.79,2137500,1399612.21
6.51,25.2,1.12,2.99,1.68,6.5,5.87,18.02,7.0,293,72.0,221.0,0.24573378839590443,0.7542662116040956,1.0,22678.81,70556.3,161271.55,483814.64,738321.3,2197500,1459178.7
7.3,26.91,0.91,3.24,2.13,10.39,4.56,19.78,7.0,319,78.0,241.0,0.2445141065830721,0.7554858934169278,1.0,22669.82,70528.32,161207.58,483622.75,738028.47,2392500,1654471.53
6.92,25.37,0.97,2.93,1.85,9.77,3.71,15.82,7.0,305,71.0,234.0,0.23278688524590163,0.7672131147540984,1.0,22670.7,70531.07,161213.88,483641.65,738057.3,2287500,1549442.7
7.25,27.49,1.01,3.08,1.77,7.49,4.44,12.16,6.99,313,73.0,240.0,0.23322683706070288,0.7667731629392971,1.0,22652.87,70475.6,161087.09,483261.26,737476.81,2347500,1610023.19
6.74,26.94,1.0,2.99,1.62,4.84,3.81,16.23,7.0,327,76.0,251.0,0.2324159021406728,0.7675840978593272,1.0,22677.12,70551.03,161259.51,483778.52,738266.17,2452500,1714233.83
6.89,28.09,0.94,3.17,1.79,10.63,2.89,12.03,7.0,291,77.0,214.0,0.2646048109965636,0.7353951890034365,1.0,22677.77,70553.07,161264.16,483792.48,738287.48,2182500,1444212.52
6.74,24.84,0.94,2.89,2.0,4.18,1.94,9.3,6.99,301,70.0,231.0,0.23255813953488372,0.7674418604651163,1.0,22648.92,70463.29,161058.95,483176.86,737348.03,2257500,1520151.97
7.46,25.08,0.96,3.25,1.78,2.25,1.53,5.64,6.98,283,71.0,212.0,0.2508833922261484,0.7491166077738516,1.0,22600.08,70311.36,160711.68,482135.04,735758.17,2122500,1386741.83
7.04,27.96,0.95,3.01,2.72,8.44,2.88,24.7,6.97,313,72.0,241.0,0.23003194888178913,0.7699680511182109,1.0,22596.19,70299.25,160684.0,482052.0,735631.44,2347500,1611868.56
6.71,22.97,0.98,2.83,2.84,5.29,5.49,5.16,7.0,306,77.0,229.0,0.25163398692810457,0.7483660130718954,1.0,22680.0,70560.0,161279.99,483839.98,738359.97,2295000,1556640.03
7.19,23.92,0.94,3.06,1.68,3.63,3.03,16.81,7.0,319,88.0,231.0,0.27586206896551724,0.7241379310344828,1.0,22668.21,70523.31,161196.14,483588.43,737976.09,2392500,1654523.91
6.96,24.68,0.94,3.09,2.0,7.33,2.61,10.77,6.99,311,80.0,231.0,0.2572347266881029,0.7427652733118971,1.0,22658.13,70491.96,161124.49,483373.46,737648.04,2332500,1594851.96
6.46,26.5,0.96,3.03,2.16,6.47,10.65,13.02,6.98,294,77.0,217.0,0.2619047619047619,0.7380952380952381,1.0,22603.96,70323.42,160739.24,482217.71,735884.32,2205000,1469115.68
6.82,26.25,0.97,3.15,1.59,5.89,2.57,5.31,7.0,301,74.0,227.0,0.24584717607973422,0.7541528239202658,1.0,22664.41,70511.5,161169.14,483507.42,737852.47,2257500,1519647.53
7.05,23.99,0.95,2.89,2.43,4.44,3.59,8.16,6.93,293,78.0,215.0,0.26621160409556316,0.7337883959044369,1.0,22464.52,69889.6,159747.66,479242.99,731344.77,2197500,1466155.23
7.02,27.62,1.0,2.89,2.39,10.91,6.87,18.31,6.97,338,95.0,243.0,0.28106508875739644,0.7189349112426036,1.0,22594.31,70293.4,160670.62,482011.87,735570.2,2535000,1799429.8
6.82,26.52,0.96,3.44,1.63,6.61,2.56,60.77,6.95,287,71.0,216.0,0.24738675958188153,0.7526132404181185,1.0,22530.06,70093.52,160213.75,480641.26,733478.59,2152500,1419021.41
6.84,25.31,1.04,3.1,1.99,4.09,4.54,4.64,7.0,272,58.0,214.0,0.21323529411764705,0.7867647058823529,1.0,22679.47,70558.34,161276.2,483828.6,738342.6,2040000,1301657.4
7.66,25.32,1.08,3.15,2.38,8.87,8.76,25.04,7.0,322,78.0,244.0,0.2422360248447205,0.7577639751552795,1.0,22672.05,70535.28,161223.49,483670.46,738101.28,2415000,1676898.72
7.11,27.66,1.06,2.84,2.33,8.67,7.68,10.11,6.99,305,65.0,240.0,0.21311475409836064,0.7868852459016393,1.0,22651.65,70471.79,161078.39,483235.16,737436.98,2287500,1550063.02
6.47,22.65,1.06,2.8,1.6,3.73,5.66,6.34,6.98,303,76.0,227.0,0.2508250825082508,0.7491749174917491,1.0,22611.87,70348.05,160795.55,482386.65,736142.13,2272500,1536357.87
7.7,23.65,0.98,2.97,1.99,3.37,1.44,4.46,6.98,287,82.0,205.0,0.2857142857142857,0.7142857142857143,1.0,22615.84,70360.38,160823.73,482471.2,736271.16,2152500,1416228.84
6.83,24.26,1.0,2.9,1.61,4.56,1.98,12.99,7.0,287,70.0,217.0,0.24390243902439024,0.7560975609756098,1.0,22675.38,70545.61,161247.12,483741.35,738209.46,2152500,1414290.54
7.17,23.92,0.9,2.89,1.91,7.18,3.52,20.89,6.99,279,69.0,210.0,0.24731182795698925,0.7526881720430108,1.0,22657.1,70488.74,161117.12,483351.36,737614.32,2092500,1354885.68
6.97,25.03,0.94,3.09,2.77,6.58,4.8,14.93,6.99,277,68.0,209.0,0.24548736462093862,0.7545126353790613,1.0,22631.49,70409.07,160935.02,482805.05,736780.62,2077500,1340719.38
6.89,26.71,1.04,2.95,1.87,5.51,3.29,8.55,7.0,274,68.0,206.0,0.24817518248175183,0.7518248175182481,1.0,22679.72,70559.13,161278.01,483834.02,738350.88,2055000,1316649.12
6.28,24.64,1.0,3.64,2.72,7.64,8.64,76.81,6.99,321,86.0,235.0,0.26791277258566976,0.7320872274143302,1.0,22647.42,70458.64,161048.31,483144.93,737299.29,2407500,1670200.71
6.87,23.21,0.98,2.96,1.91,3.19,4.12,11.68,6.98,325,90.0,235.0,0.27692307692307694,0.7230769230769231,1.0,22616.08,70361.13,160825.45,482476.34,736278.99,2437500,1701221.01
6.7,25.85,0.99,2.92,2.35,4.7,4.18,6.41,6.95,314,84.0,230.0,0.267515923566879,0.732484076433121,1.0,22522.26,70069.24,160158.26,480474.78,733224.54,2355000,1621775.46
6.79,26.93,1.05,3.32,2.3,7.29,8.23,33.92,7.0,310,85.0,225.0,0.27419354838709675,0.7258064516129032,1.0,22668.64,70524.66,161199.22,483597.65,737990.16,2325000,1587009.84
6.7,25.07,0.95,3.09,1.41,6.2,2.45,8.5,7.0,274,73.0,201.0,0.2664233576642336,0.7335766423357665,1.0,22668.33,70523.69,161197.01,483591.04,737980.08,2055000,1317019.92
6.17,25.51,1.01,3.06,2.62,7.01,4.67,19.72,6.97,315,86.0,229.0,0.273015873015873,0.726984126984127,1.0,22589.65,70278.91,160637.52,481912.56,735418.64,2362500,1627081.36
7.34,23.68,1.02,3.06,1.64,4.21,2.72,16.6,6.99,300,81.0,219.0,0.27,0.73,1.0,22633.41,70415.06,160948.71,482846.12,736843.3,2250000,1513156.7
6.54,22.22,0.95,2.79,1.74,4.34,3.9,11.53,7.0,303,79.0,224.0,0.2607260726072607,0.7392739273927392,1.0,22667.18,70520.13,161188.87,483566.6,737942.79,2272500,1534557.21
6.42,24.14,1.07,2.76,2.02,5.98,2.83,10.19,6.98,298,73.0,225.0,0.24496644295302014,0.7550335570469798,1.0,22614.11,70355.02,160811.47,482434.4,736215.0,2235000,1498785.0
6.81,26.71,1.07,3.17,2.56,7.76,3.33,11.4,6.98,288,85.0,203.0,0.2951388888888889,0.7048611111111112,1.0,22613.63,70353.52,160808.06,482424.17,736199.38,2160000,1423800.62
6.37,24.36,1.01,3.0,1.74,5.33,1.58,2.77,6.99,279,73.0,206.0,0.2616487455197133,0.7383512544802867,1.0,22663.45,70508.51,161162.32,483486.95,737821.23,2092500,1354678.77
6.22,24.17,0.97,3.09,1.27,3.7,1.12,1.53,6.96,262,66.0,196.0,0.25190839694656486,0.7480916030534351,1.0,22562.25,70193.67,160442.67,481328.01,734526.59,1965000,1230473.41
6.7,22.38,0.97,2.88,1.77,4.56,2.48,2.72,7.0,304,62.0,242.0,0.20394736842105263,0.7960526315789473,1.0,22674.19,70541.94,161238.71,483716.14,738170.98,2280000,1541829.02
6.91,26.39,1.01,2.82,1.6,4.46,5.28,6.62,6.88,264,75.0,189.0,0.2840909090909091,0.7159090909090909,1.0,22276.87,69305.83,158413.32,475239.97,725235.99,1980000,1254764.01
7.32,25.57,0.96,2.93,1.86,5.71,1.47,8.09,6.97,300,72.0,228.0,0.24,0.76,1.0,22589.01,70276.93,160632.99,481898.96,735397.89,2250000,1514602.11
7.26,26.63,1.04,3.07,2.66,4.95,1.89,22.6,6.96,303,97.0,206.0,0.3201320132013201,0.6798679867986799,1.0,22542.86,70133.34,160304.78,480914.34,733895.33,2272500,1538604.67
7.28,24.48,1.07,3.13,1.11,3.13,9.41,7.11,7.0,279,80.0,199.0,0.2867383512544803,0.7132616487455197,1.0,22674.63,70543.3,161241.84,483725.52,738185.3,2092500,1354314.7
7.61,26.11,1.01,2.87,3.27,7.89,2.45,5.26,7.0,290,74.0,216.0,0.25517241379310346,0.7448275862068966,1.0,22669.8,70528.27,161207.48,483622.44,738028.0,2175000,1436972.0
8.0,21.82,1.02,2.94,2.31,3.15,1.49,8.93,6.99,292,81.0,211.0,0.2773972602739726,0.7226027397260274,1.0,22645.46,70452.56,161034.42,483103.25,737235.68,2190000,1452764.32
7.33,24.78,0.96,3.09,1.78,10.21,2.13,5.59,6.97,298,79.0,219.0,0.2651006711409396,0.7348993288590604,1.0,22571.67,70222.96,160509.62,481528.87,734833.12,2235000,1500166.88
6.92,25.33,0.97,3.05,1.95,3.73,2.22,14.33,6.99,289,70.0,219.0,0.2422145328719723,0.7577854671280276,1.0,22663.26,70507.91,161160.94,483482.83,737814.94,2167500,1429685.06
6.93,25.13,0.99,2.99,1.47,4.0,1.39,18.0,6.99,285,68.0,217.0,0.23859649122807017,0.7614035087719299,1.0,22655.94,70485.14,161108.9,483326.69,737576.67,2137500,1399923.33
7.22,26.68,1.07,2.98,2.55,3.66,6.03,8.88,6.98,312,81.0,231.0,0.25961538461538464,0.7403846153846154,1.0,22622.47,70381.02,160870.9,482612.71,736487.1,2340000,1603512.9
7.37,25.98,1.06,3.05,1.68,5.07,2.64,5.92,6.99,276,64.0,212.0,0.2318840579710145,0.7681159420289855,1.0,22657.58,70490.24,161120.54,483361.61,737629.96,2070000,1332370.04
6.37,26.45,0.99,3.2,1.66,6.58,6.13,45.86,6.99,305,81.0,224.0,0.26557377049180325,0.7344262295081967,1.0,22651.67,70471.85,161078.52,483235.55,737437.59,2287500,1550062.41
7.35,25.15,1.08,2.85,3.5,4.51,17.51,24.27,6.99,327,87.0,240.0,0.26605504587155965,0.7339449541284404,1.0,22635.62,70421.92,160964.38,482893.15,736915.07,2452500,1715584.93
6.94,25.73,0.92,2.93,2.91,5.69,2.81,22.37,7.0,306,78.0,228.0,0.2549019607843137,0.7450980392156863,1.0,22664.4,70511.47,161169.08,483507.25,737852.21,2295000,1557147.79
6.46,27.65,1.05,3.28,0.97,6.21,2.2,6.94,6.97,267,68.0,199.0,0.2546816479400749,0.7453183520599251,1.0,22585.79,70266.9,160610.05,481830.15,735292.89,2002500,1267207.11
6.35,24.61,1.03,2.84,2.15,6.57,5.56,16.18,6.96,317,91.0,226.0,0.2870662460567823,0.7129337539432177,1.0,22535.92,70111.75,160255.44,480766.31,733669.42,2377500,1643830.58
6.53,24.91,0.98,2.88,1.36,4.7,1.16,38.94,7.0,299,81.0,218.0,0.2709030100334448,0.7290969899665551,1.0,22678.78,70556.19,161271.3,483813.89,738320.16,2242500,1504179.84
7.06,23.31,1.09,3.05,2.29,5.22,16.18,12.63,6.96,325,84.0,241.0,0.25846153846153846,0.7415384615384616,1.0,22540.0,70124.43,160284.42,480853.25,733802.09,2437500,1703697.91
6.6,24.34,1.03,2.83,2.37,7.01,6.92,27.2,7.0,297,80.0,217.0,0.26936026936026936,0.7306397306397306,1.0,22673.76,70540.58,161235.61,483706.84,738156.8,2227500,1489343.2
6.79,27.76,1.06,3.19,1.46,6.68,3.85,14.28,7.0,306,85.0,221.0,0.2777777777777778,0.7222222222222222,1.0,22671.17,70532.54,161217.24,483651.72,738072.67,2295000,1556927.33
6.85,24.75,0.99,2.82,1.78,4.8,5.3,5.11,7.0,269,64.0,205.0,0.2379182156133829,0.7620817843866171,1.0,22674.69,70543.47,161242.21,483726.62,738186.98,2017500,1279313.02
6.75,25.86,1.0,2.89,1.4,4.31,3.27,4.6,6.95,278,74.0,204.0,0.26618705035971224,0.7338129496402878,1.0,22531.73,70098.72,160225.65,480676.95,733533.06,2085000,1351466.94
7.02,29.53,1.11,3.11,2.42,12.26,5.55,19.25,6.9,293,73.0,220.0,0.24914675767918087,0.7508532423208191,1.0,22361.37,69568.7,159014.18,477042.53,727986.78,2197500,1469513.22
7.4,23.48,1.03,2.7,1.71,2.45,4.98,3.0,6.97,280,80.0,200.0,0.2857142857142857,0.7142857142857143,1.0,22572.28,70224.86,160513.96,481541.87,734852.96,2100000,1365147.04
6.83,23.37,1.06,3.32,2.03,3.99,3.21,3.78,7.0,282,81.0,201.0,0.2872340425531915,0.7127659574468085,1.0,22673.12,70538.58,161231.04,483693.13,738135.88,2115000,1376864.12
7.39,26.3,1.07,2.97,2.36,1.99,4.9,5.62,6.98,263,69.0,194.0,0.2623574144486692,0.7376425855513308,1.0,22610.89,70345.0,160788.56,482365.69,736110.14,1972500,1236389.86
7.43,26.87,0.91,3.16,2.48,4.55,2.97,16.75,6.97,322,83.0,239.0,0.2577639751552795,0.7422360248447205,1.0,22595.61,70297.47,160679.92,482039.77,735612.78,2415000,1679387.22
6.69,26.15,0.92,3.0,1.75,4.69,2.84,24.55,7.0,320,68.0,252.0,0.2125,0.7875,1.0,22672.9,70537.92,161229.53,483688.6,738128.95,2400000,1661871.05
6.95,24.54,0.97,2.77,2.19,4.74,2.61,7.13,6.95,311,83.0,228.0,0.26688102893890675,0.7331189710610932,1.0,22504.27,70013.29,160030.39,480091.16,732639.12,2332500,1599860.88
7.28,24.93,1.12,2.92,2.89,5.43,7.4,9.31,6.99,305,74.0,231.0,0.24262295081967214,0.7573770491803279,1.0,22640.23,70436.26,160997.17,482991.51,737065.17,2287500,1550434.83
6.94,23.7,0.93,2.87,2.36,3.48,5.89,2.83,6.96,283,76.0,207.0,0.26855123674911663,0.7314487632508834,1.0,22564.34,70200.18,160457.56,481372.68,734594.77,2122500,1387905.23
7.35,24.22,0.98,3.22,2.4,6.16,4.26,68.8,7.0,318,83.0,235.0,0.2610062893081761,0.7389937106918238,1.0,22674.43,70542.66,161240.38,483721.13,738178.6,2385000,1646821.4
6.81,25.29,0.95,3.08,2.74,5.63,1.37,27.3,7.0,289,71.0,218.0,0.24567474048442905,0.754325259515571,1.0,22667.13,70519.97,161188.49,483565.48,737941.07,2167500,1429558.93
7.07,26.34,1.03,2.89,1.99,5.64,1.39,3.52,6.93,311,88.0,223.0,0.2829581993569132,0.7170418006430869,1.0,22456.98,69866.15,159694.06,479082.19,731099.39,2332500,1601400.61
7.0,24.01,1.11,2.62,1.98,9.3,12.12,8.46,6.97,323,84.0,239.0,0.26006191950464397,0.739938080495356,1.0,22594.82,70295.0,160674.28,482022.84,735586.95,2422500,1686913.05
6.31,22.23,1.11,2.85,1.36,4.35,6.65,37.75,7.0,303,72.0,231.0,0.2376237623762376,0.7623762376237624,1.0,22671.36,70533.11,161218.54,483655.63,738078.64,2272500,1534421.36
6.45,26.52,1.0,3.26,1.67,7.65,3.98,14.87,6.97,308,63.0,245.0,0.20454545454545456,0.7954545454545454,1.0,22594.87,70295.15,160674.64,482023.91,735588.57,2310000,1574411.43
7.25,27.07,0.97,2.63,1.73,4.54,1.63,2.76,6.95,286,79.0,207.0,0.2762237762237762,0.7237762237762237,1.0,22523.55,70073.27,160167.47,480502.41,733266.7,2145000,1411733.3
6.76,21.97,1.13,3.45,2.1,4.27,5.41,26.29,6.98,270,73.0,197.0,0.27037037037037037,0.7296296296296296,1.0,22623.67,70384.74,160879.41,482638.22,736526.03,2025000,1288473.97
6.71,23.79,1.03,2.84,1.75,4.79,3.14,8.72,6.98,322,85.0,237.0,0.2639751552795031,0.7360248447204969,1.0,22624.94,70388.71,160888.48,482665.44,736567.57,2415000,1678432.43
6.77,24.45,1.0,3.17,1.67,3.85,4.29,22.15,6.99,296,80.0,216.0,0.2702702702702703,0.7297297297297297,1.0,22640.87,70438.27,161001.76,483005.29,737086.2,2220000,1482913.8
7.0,26.96,1.04,2.74,2.04,9.12,11.12,5.64,6.99,293,80.0,213.0,0.27303754266211605,0.726962457337884,1.0,22649.82,70466.1,161065.36,483196.09,737377.36,2197500,1460122.64
7.92,26.14,1.0,3.15,2.94,5.2,4.46,10.16,6.98,287,79.0,208.0,0.27526132404181186,0.7247386759581882,1.0,22599.73,70310.28,160709.21,482127.62,735746.83,2152500,1416753.17
7.38,25.63,0.99,3.13,2.35,6.92,4.39,32.45,6.96,337,81.0,256.0,0.2403560830860534,0.7596439169139466,1.0,22560.52,70188.28,160430.35,481291.04,734470.19,2527500,1793029.81
7.8,26.41,0.95,2.92,2.26,6.25,1.59,14.75,6.94,291,71.0,220.0,0.24398625429553264,0.7560137457044673,1.0,22481.64,69942.88,159869.45,479608.35,731902.33,2182500,1450597.67
7.31,26.73,0.96,2.95,2.14,5.22,2.24,19.24,6.97,291,104.0,187.0,0.35738831615120276,0.6426116838487973,1.0,22597.48,70303.26,160693.16,482079.47,735673.36,2182500,1446826.64
7.32,24.42,0.96,2.76,1.93,5.48,5.56,16.56,7.0,302,80.0,222.0,0.26490066225165565,0.7350993377483444,1.0,22675.25,70545.23,161246.23,483738.69,738205.4,2265000,1526794.6
6.5,24.14,1.06,2.94,2.32,3.14,3.36,25.42,6.96,285,83.0,202.0,0.2912280701754386,0.7087719298245614,1.0,22552.04,70161.9,160370.06,481110.19,734194.19,2137500,1403305.81
7.04,23.79,0.93,2.92,2.25,3.52,0.47,5.24,6.98,286,67.0,219.0,0.23426573426573427,0.7657342657342657,1.0,22617.51,70365.6,160835.65,482506.95,736325.72,2145000,1408674.28
6.76,23.31,0.94,2.78,1.6,2.81,5.23,10.92,6.99,305,76.0,229.0,0.24918032786885247,0.7508196721311475,1.0,22636.08,70423.35,160967.65,482902.96,736930.03,2287500,1550569.97
6.72,25.23,0.97,2.74,2.14,3.56,3.78,16.47,6.98,294,72.0,222.0,0.24489795918367346,0.7551020408163265,1.0,22613.5,70353.11,160807.11,482421.34,736195.07,2205000,1468804.93
7.56,25.71,1.05,3.03,3.44,5.62,2.0,15.12,6.99,292,81.0,211.0,0.2773972602739726,0.7226027397260274,1.0,22655.37,70483.36,161104.82,483314.47,737558.02,2190000,1452441.98
7.27,23.52,0.96,3.04,2.52,4.54,2.75,17.44,6.98,327,88.0,239.0,0.2691131498470948,0.7308868501529052,1.0,22612.73,70350.73,160801.66,482404.97,736170.09,2452500,1716329.91
6.85,22.65,0.99,2.78,1.66,5.1,6.64,11.72,6.98,302,83.0,219.0,0.27483443708609273,0.7251655629139073,1.0,22625.89,70391.67,160895.25,482685.74,736598.56,2265000,1528401.44
7.12,24.48,0.94,2.63,2.27,3.2,1.76,5.13,7.0,283,65.0,218.0,0.22968197879858657,0.7703180212014135,1.0,22677.0,70550.68,161258.7,483776.11,738262.5,2122500,1384237.5
7.25,26.87,0.96,3.04,1.71,5.7,2.41,8.73,6.94,292,72.0,220.0,0.2465753424657534,0.7534246575342466,1.0,22479.45,69936.05,159853.84,479561.52,731830.85,2190000,1458169.15
6.72,24.81,0.99,2.89,2.38,2.94,2.01,58.4,6.99,301,80.0,221.0,0.26578073089701,0.7342192691029901,1.0,22653.28,70476.87,161089.98,483269.93,737490.05,2257500,1520009.95
6.92,25.17,0.97,3.05,2.08,4.92,2.02,14.92,6.97,297,83.0,214.0,0.27946127946127947,0.7205387205387206,1.0,22575.5,70234.89,160536.89,481610.67,734957.96,2227500,1492542.04
7.14,28.92,0.92,3.19,1.92,8.52,2.97,35.89,6.99,302,87.0,215.0,0.28807947019867547,0.7119205298013245,1.0,22659.61,70496.58,161135.03,483405.1,737696.32,2265000,1527303.68
7.11,24.16,1.0,2.93,1.61,3.85,1.69,2.11,7.0,279,74.0,205.0,0.26523297491039427,0.7347670250896058,1.0,22677.12,70551.03,161259.5,483778.5,738266.16,2092500,1354233.84
7.37,23.39,0.95,2.91,2.4,4.51,5.71,9.83,6.99,309,89.0,220.0,0.28802588996763756,0.7119741100323624,1.0,22663.29,70508.02,161161.19,483483.56,737816.05,2317500,1579683.95
7.04,25.66,1.08,3.0,2.15,7.39,5.64,7.23,6.99,306,69.0,237.0,0.22549019607843138,0.7745098039215687,1.0,22656.03,70485.44,161109.58,483328.73,737579.78,2295000,1557420.22
6.98,25.23,0.93,3.12,1.98,4.77,4.76,8.82,6.95,297,81.0,216.0,0.2727272727272727,0.7272727272727273,1.0,22518.98,70059.06,160134.99,480404.97,733117.99,2227500,1494382.01
7.73,26.19,0.98,3.0,2.66,5.73,1.95,10.7,7.0,308,79.0,229.0,0.2564935064935065,0.7435064935064936,1.0,22680.0,70559.99,161279.99,483839.96,738359.94,2310000,1571640.06
7.85,25.94,0.85,2.73,2.94,4.74,2.27,11.36,6.98,301,82.0,219.0,0.2724252491694352,0.7275747508305648,1.0,22608.29,70336.89,160770.03,482310.1,736025.31,2257500,1521474.69
6.94,24.37,1.03,2.98,1.54,3.19,5.34,7.63,7.0,292,61.0,231.0,0.2089041095890411,0.791095890410959,1.0,22668.04,70522.79,161194.94,483584.81,737970.58,2190000,1452029.42
7.08,25.53,1.03,3.01,2.56,7.58,7.66,15.48,7.0,311,87.0,224.0,0.2797427652733119,0.7202572347266881,1.0,22672.0,70535.1,161223.09,483669.27,738099.46,2332500,1594400.54
6.84,24.87,1.04,3.23,2.38,3.87,10.84,51.7,6.99,288,80.0,208.0,0.2777777777777778,0.7222222222222222,1.0,22647.61,70459.25,161049.71,483149.12,737305.68,2160000,1422694.32
7.12,22.11,1.03,2.75,1.73,2.17,3.04,1.26,6.96,308,71.0,237.0,0.2305194805194805,0.7694805194805194,1.0,22544.1,70137.21,160313.61,480940.84,733935.75,2310000,1576064.25
6.36,26.08,1.12,2.83,1.61,6.55,7.83,2.31,6.96,282,83.0,199.0,0.29432624113475175,0.7056737588652482,1.0,22563.08,70196.25,160448.57,481345.7,734553.6,2115000,1380446.4
6.65,25.69,1.0,2.92,1.94,5.8,2.03,9.81,6.98,316,86.0,230.0,0.2721518987341772,0.7278481012658228,1.0,22628.38,70399.41,160912.93,482738.8,736679.52,2370000,1633320.48
7.18,23.78,1.07,2.93,2.39,7.87,4.19,6.43,7.0,282,75.0,207.0,0.26595744680851063,0.7340425531914894,1.0,22670.48,70530.37,161212.27,483636.82,738049.95,2115000,1376950.05
6.22,24.85,0.97,3.35,1.64,4.44,3.18,28.74,6.94,307,79.0,228.0,0.25732899022801303,0.742671009771987,1.0,22486.54,69958.13,159904.31,479712.92,732061.9,2302500,1570438.1
6.75,24.55,0.94,3.24,1.98,6.02,4.48,48.42,6.97,317,76.0,241.0,0.23974763406940064,0.7602523659305994,1.0,22590.98,70283.05,160646.97,481940.91,735461.91,2377500,1642038.09
7.19,27.47,1.04,3.19,3.35,6.72,2.28,55.42,7.0,309,87.0,222.0,0.2815533980582524,0.7184466019417476,1.0,22677.54,70552.34,161262.49,483787.46,738279.82,2317500,1579220.18
6.71,23.38,0.97,3.24,1.34,3.19,2.01,20.46,6.99,295,73.0,222.0,0.24745762711864408,0.752542372881356,1.0,22658.97,70494.57,161130.45,483391.34,737675.32,2212500,1474824.68
